Refcode,largest_cavity_diameter,pore_limiting_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
HUFMAY,0.96258,0.42052,0.96258,952.454,6.55309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACUGEL,1.498,0.93943,1.498,366.015,2.17822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GITHUM,2.00714,1.19004,2.00361,1923.45,2.01735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANINIV,2.41408,1.30729,2.13737,2453.6,1.60362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GASJES,1.79951,1.18148,1.79951,769.053,1.94342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOFDOC,2.36267,1.05357,2.2692,1368.11,2.67007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OJIYIS,2.23334,1.02114,2.23334,551.925,2.12448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANINER,2.3314,1.2814,2.32161,2442.36,1.7439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAVMEX,2.38192,1.17637,2.3545,953.132,1.79884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUQLIG,2.08942,1.13029,2.08557,2216.1,1.95495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWOJOM,1.56108,0.66559,1.44694,1944.79,3.45606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JACKAD,2.24182,1.13102,1.5147,2554.37,3.25584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEYGAY,1.63681,0.92057,1.6183,802.2,3.59275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XUWHUT,2.67645,1.78412,2.64941,3144.23,1.97557,0.0,0.0,0.161177,0.081585,0.0,0.0,0.0,0.0,0.0,0.0
UCIJAV,2.1651,1.14182,2.0254,3314.55,1.52611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOJWOO,4.37041,3.76408,4.36619,5280.34,1.99337,592.865,297.419,22.4147,11.2447,690.352,0.13074,0.0655876,55.5492,0.01052,0.00527751
VOKWID,4.78324,1.90077,4.77539,14380.1,1.14966,0.0,0.0,497.022,432.32,0.0,0.0,0.0,1427.08,0.09924,0.0863209
TASHEE,2.36141,1.49029,2.35685,1378.22,1.42283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEPNIH,1.51129,1.00339,1.49875,545.579,2.38238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAHQEU,2.01189,0.97182,2.0023,466.315,2.76258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AYIVIO,2.13126,0.92767,2.1291,764.053,2.35595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBATOA,2.08825,1.42427,2.08825,2146.29,2.89192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAZNER,2.39049,1.13148,2.39049,2858.59,1.9948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SATYAQ,7.1595,5.24194,7.15113,6380.76,1.36697,860.339,629.375,151.038,110.491,1327.32,0.20802,0.152176,257.655,0.04038,0.0295397
PAMNAV,2.43305,1.44373,2.0546,4853.01,1.62844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TASHOO,2.82635,1.86886,2.77781,2178.59,1.58951,0.0,0.0,18.8965,11.8883,0.0,0.0,0.0,39.6503,0.0182,0.0114501
CUQKEF,2.08375,1.33577,2.08375,4495.53,1.47596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OZEDAA,2.88428,1.67855,2.8782,1398.76,2.07991,0.0,0.0,19.6431,9.44423,0.0,0.0,0.0,20.5338,0.01468,0.007058
NAMJIW,3.95317,2.02048,3.93599,5683.25,1.36369,0.0,0.0,730.495,535.676,0.0,0.0,0.0,904.66,0.15918,0.116728
NEFLUI,2.27692,1.67498,2.13175,916.251,2.1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULLOU,1.83066,1.04069,1.83066,2457.01,2.09308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOLLON,1.81623,0.96393,1.80724,1926.3,2.15976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIFXAM,2.30221,1.0504,2.30221,987.399,2.35497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAVYOX,2.34265,0.85827,2.34007,2278.1,2.3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUDHUD,2.08041,0.88779,2.06216,1567.2,2.12819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOSQUD,2.21693,1.39973,2.18761,1935.69,2.39935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBUPEO,1.48656,0.54734,1.48656,561.585,3.06276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VANPOT,1.97358,1.00309,1.93053,2124.61,2.93867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEWPAB,1.67216,1.29678,1.6469,610.554,2.53454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWEFUE,2.22484,0.90159,1.98881,3977.17,3.25827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUSVIB,2.22544,1.37766,2.21585,1536.04,1.61476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOJVEO,2.5285,1.40627,2.50363,5425.63,1.47986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAVYOX01,2.33905,0.83563,2.26668,2294.0,2.32825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFEXAF,2.17351,0.87223,1.55064,1992.33,3.46778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERVAH,1.93655,1.18355,1.93655,1485.1,1.75392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSOLIU,1.75638,1.05877,1.75471,1201.89,3.40964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OHIVUX,2.31004,1.29402,2.30326,788.866,1.58383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEVGIE,2.92661,2.48916,2.92661,2096.38,2.14827,0.0,0.0,34.8752,16.2341,0.0,0.0,0.0,47.6297,0.02272,0.010576
BARKOV,1.86936,1.04358,1.68501,1012.59,4.88503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUNNIX,2.79465,1.35065,2.79246,2376.8,1.57153,0.0,0.0,8.34333,5.30906,0.0,0.0,0.0,0.0,0.0,0.0
HOPMUW,1.64174,1.04732,1.61014,715.127,2.56398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUKWOM,1.53143,0.82721,1.53143,723.639,2.65251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINLOM,1.94221,0.90891,1.94221,667.252,1.99664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIQBAK,2.76746,1.35246,2.60646,2277.93,2.22564,0.0,0.0,7.80528,3.50699,0.0,0.0,0.0,10.0684,0.00442,0.00198595
ESIDAO,2.12698,0.85234,2.12698,662.833,2.15466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOCZAD,8.8277,7.55867,8.82726,7663.5,0.964537,1557.12,1614.37,0.0,0.0,3043.79,0.39718,0.411783,0.0,0.0,0.0
NAHQEU01,1.96203,0.93063,1.95422,460.829,2.79547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARKIP,2.67166,1.9368,2.67166,1601.0,2.10757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPMEL,2.43396,1.47114,2.37096,3325.25,1.4856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUFBIU,3.62536,3.29981,3.62536,1103.32,3.3289,701.764,210.81,0.0,0.0,206.232,0.18692,0.0561507,0.0,0.0,0.0
NAHQAQ,1.5415,0.68377,1.33874,863.347,4.38301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CODVUO,2.60489,1.23545,2.59462,2390.43,1.77017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERTUZ,2.35214,1.10131,1.87238,1543.49,1.96672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XUSCEV,1.36959,0.56897,1.36559,874.352,4.6455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULABEO,3.021,2.31312,2.98894,2735.5,2.73799,0.0,0.0,81.5831,29.7967,0.0,0.0,0.0,123.59,0.04518,0.0165012
PODDOD,2.08559,0.90183,2.08559,1861.73,3.33183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOSHEJ,1.92441,1.06398,1.47506,2166.67,2.21916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZETPAS,2.41383,1.07847,2.23106,1770.1,2.57354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAMFOS,1.84771,1.05236,1.73083,1762.94,2.38897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENDAR,2.8617,1.39748,2.58461,2815.38,2.91915,0.0,0.0,12.4305,4.25825,0.0,0.0,0.0,18.9756,0.00674,0.00230889
ICEPIQ,7.23484,4.30886,7.23484,2453.45,1.38454,1733.01,1251.69,0.0,0.0,971.123,0.39582,0.285885,0.0,0.0,0.0
ILUWUH,2.12436,1.13045,2.11632,876.97,2.18156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWEGEP,5.98372,3.33983,4.84477,5411.85,2.27551,1584.87,696.49,0.0,0.0,1784.83,0.3298,0.144934,0.0,0.0,0.0
EQAVOK,2.88,0.88914,2.88,1783.53,2.31703,0.0,0.0,10.7103,4.62245,0.0,0.0,0.0,35.7419,0.02004,0.00864902
ENERUM,3.94067,2.14359,3.35205,8029.75,1.84063,0.0,0.0,226.957,123.304,0.0,0.0,0.0,432.001,0.0538,0.0292291
TARQAF,2.4388,1.08926,2.2485,1017.1,2.27962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROKVES,2.98463,1.43405,2.33667,6876.58,1.284,0.0,0.0,8.22571,6.4063,0.0,0.0,0.0,21.3174,0.0031,0.00241432
ESICUH,1.49848,0.74427,1.46938,831.501,2.44445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIRSAD,2.18588,1.44293,2.11487,742.111,1.60764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOSRAK,2.7074,1.58692,2.7074,2042.97,2.29611,0.0,0.0,0.893146,0.388981,0.0,0.0,0.0,0.0,0.0,0.0
QUNNET,2.59928,1.26025,2.5981,2477.09,1.6259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIRXIG,3.04083,1.79903,2.78692,2284.82,1.48614,0.0,0.0,86.0457,57.8989,0.0,0.0,0.0,97.8358,0.04282,0.028813
WOCGAY,2.10024,1.09036,2.10024,918.996,2.05298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEHVOR,2.45457,2.00515,2.3957,1778.39,1.65551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKEFAA,1.32345,0.60659,1.27736,872.131,1.8371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECENIJ,2.16535,0.77582,2.08579,2281.19,1.72793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CISJEU,2.02684,1.22378,1.93013,1140.01,2.02511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COVPAG,5.03463,2.94955,4.98223,4746.4,1.3877,873.979,629.804,0.0,0.0,922.796,0.19442,0.140102,0.0,0.0,0.0
EQAVEA,2.5381,1.15802,2.21583,3576.3,1.34629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBAQOP01,1.65006,0.94331,1.65006,642.883,1.77921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOTAB,3.0557,1.29557,2.30322,2432.42,1.42419,0.0,0.0,34.4294,24.1748,0.0,0.0,0.0,44.416,0.01826,0.0128213
BIHLUA,1.88267,0.99015,1.85599,1498.3,1.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EROBES,1.91427,0.95103,1.8965,890.926,1.64934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANOROL,2.92143,1.74317,2.9186,992.954,1.67642,0.0,0.0,39.4061,23.5061,0.0,0.0,0.0,43.6304,0.04394,0.0262106
CUMWAI01,6.9096,5.42345,6.9086,3867.55,1.74421,3198.68,1833.88,0.0,0.0,2776.9,0.718,0.411647,0.0,0.0,0.0
DINYEG,1.50663,0.56012,1.50663,907.014,1.74466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAYUL,1.90648,0.70564,1.64016,774.435,2.86622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMEZIF,2.08759,1.37867,2.00994,2572.64,1.81717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEYNUV,3.96736,1.53026,3.95883,2670.34,1.41121,0.0,0.0,300.642,213.038,0.0,0.0,0.0,247.541,0.0927,0.0656882
DIJXOJ,2.18971,1.35086,2.14325,2005.65,1.27973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMUHAW,1.91161,1.03511,1.87898,1340.46,1.40923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORYIR,2.07455,1.17611,1.97687,4451.92,1.51716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGANEE,2.76037,1.12824,2.23382,3220.2,1.98694,0.0,0.0,1.25946,0.633871,0.0,0.0,0.0,0.0,0.0,0.0
COHRIA,1.82714,1.20115,1.46155,820.046,1.51676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESIPAZ,2.17953,1.47122,2.15377,2304.01,1.49798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUMWAI,7.08153,5.56756,7.06985,2024.63,1.66594,3123.06,1874.66,0.0,0.0,1472.4,0.72724,0.436535,0.0,0.0,0.0
ECENOP,2.20155,0.80967,2.14497,2275.34,1.73167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIFZAR,1.71734,1.08963,1.71734,2860.51,1.47375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQESAR,5.88246,3.58411,5.8767,20148.7,1.15133,551.771,479.246,389.729,338.502,2203.46,0.10936,0.0949856,1502.28,0.07456,0.0647597
FAMFEI,2.70715,2.03998,2.70715,1731.0,1.78227,0.0,0.0,2.19017,1.22887,0.0,0.0,0.0,0.0,0.0,0.0
AGUHEQ,2.18963,1.24061,1.9733,1589.42,1.64355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUDDIO,3.29205,2.84666,3.26433,792.092,1.49438,526.932,352.61,0.0,0.0,109.055,0.13768,0.092132,0.0,0.0,0.0
COKRAX,1.51932,0.82938,1.29508,962.784,1.80395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACUFOU,1.8376,0.47237,1.68346,1242.47,1.8726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJODOY,2.39666,1.38054,2.39289,3763.86,1.44145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUVMIP,2.90069,1.67946,2.90069,1064.74,1.76168,0.0,0.0,19.088,10.8352,0.0,0.0,0.0,24.0631,0.0226,0.0128287
ESOTUE,2.67877,1.04751,2.40229,2522.62,1.99174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARIJIX,1.62771,0.91332,1.28872,3137.76,1.7968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUZNIX,1.72246,0.95233,1.68007,493.656,1.85788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIWNIH,1.27748,0.42961,1.27748,300.347,2.0474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EREZEH,1.96615,0.63242,1.71952,1212.43,2.6433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNTOW,2.21511,1.19794,2.19259,2498.77,1.55842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAWCEJ,4.21707,1.39501,4.20657,7608.68,1.22024,0.0,0.0,430.889,353.117,0.0,0.0,0.0,789.02,0.1037,0.0849829
ESEVEF,2.79614,1.03003,2.79429,7592.65,3.86805,0.0,0.0,1.15082,0.297519,0.0,0.0,0.0,0.0,0.0,0.0
BUIMCR10,3.85025,3.18573,3.78039,1169.43,1.32193,903.286,683.306,0.0,0.0,249.93,0.21372,0.161672,0.0,0.0,0.0
BIDQUA,1.52033,0.60871,1.47153,1369.71,1.97806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEZMUT,2.05968,1.28331,2.05968,919.341,1.3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIGNAI,1.32447,0.7499,1.30391,749.971,1.8262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELLOW,1.57444,0.83538,1.46156,981.254,1.86726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIGNEM,1.15326,0.48305,1.12327,783.098,2.07203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECENIJ03,2.18032,0.77812,1.86536,2283.75,1.72599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWOLUU,1.90262,0.96112,1.85718,1940.36,1.62477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONBAK,2.61916,0.46668,2.61838,2809.58,2.07231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAMGOP,1.34646,0.49023,1.34646,1540.99,3.37485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FASRAV,2.42318,1.69609,2.42318,1583.71,1.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAJBUO,1.35906,0.53671,1.16122,1255.47,2.06041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDUPUP,3.0333,2.29143,3.02861,928.009,1.59612,0.0,0.0,80.4303,50.3912,0.0,0.0,0.0,38.1968,0.04116,0.0257876
CUZJIR,1.9679,0.73517,1.9679,2718.21,1.97432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAYGUH,1.48187,0.49501,1.41572,627.323,1.92962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKESIW,2.39876,1.45738,2.09828,1093.76,1.71253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOPID,1.70319,0.73397,1.64077,2660.93,1.71404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEMHUZ,2.01184,1.00543,1.98187,2067.46,1.56429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQAFEG,1.37107,0.63054,1.37107,579.778,2.07918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOZAE,1.42681,0.54668,1.25103,1346.45,2.52883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOWGAZ,2.60813,1.11721,2.1105,2964.51,1.79677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACITOV,3.127,1.64872,2.84181,6343.91,1.51974,0.0,0.0,46.6339,30.6854,0.0,0.0,0.0,69.783,0.011,0.00723806
CICJAA,4.41818,1.24116,4.41818,2401.91,1.31459,0.0,0.0,486.103,369.774,0.0,0.0,0.0,293.37,0.12214,0.0929108
EBAQOP,1.57205,0.84856,1.57205,628.668,1.81944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COKQUQ,1.77395,0.92724,1.60017,981.607,1.78704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABUDUY,3.03334,1.80898,3.01351,3465.1,1.5043,0.0,0.0,50.6362,33.661,0.0,0.0,0.0,52.6002,0.01518,0.0100911
BOSJUQ,1.99061,1.1345,1.98376,1043.03,1.51785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVONUV,2.79147,0.51238,2.79147,1956.43,2.79186,0.0,0.0,7.92731,2.83943,0.0,0.0,0.0,0.0,0.0,0.0
FERTEC,4.80221,3.16672,4.6483,8291.62,1.25793,888.82,706.575,8.72401,6.93522,1559.32,0.18806,0.1495,10.4474,0.00126,0.00100165
CUPSOW,1.90233,0.96268,1.90197,2580.15,1.62892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETUFIJ,1.91926,1.22489,1.89726,1044.84,1.7939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMUVUD,5.02255,3.57489,5.02252,1483.67,1.3951,913.286,654.64,0.0,0.0,317.446,0.21396,0.153366,0.0,0.0,0.0
DINYEG01,1.4932,0.52075,1.42421,903.116,1.75219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENHUA,1.9265,1.27966,1.87918,1031.17,1.63767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOVWUH,2.24357,1.22962,2.24357,1179.94,1.56856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONWOS,2.31071,1.32663,2.31071,861.868,1.45853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACIZIX,1.55432,0.72549,1.53993,919.79,2.55753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETUDON,1.73954,0.92572,1.73752,2254.54,1.7158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAGJAC,6.35381,3.3557,6.32277,9123.81,1.09026,1077.27,988.082,0.0,0.0,2053.77,0.2251,0.206464,0.0,0.0,0.0
ESEVAB,2.73623,1.04623,2.60076,7519.52,3.92729,0.0,0.0,0.541905,0.137985,0.0,0.0,0.0,0.0,0.0,0.0
EBANAZ,1.88085,1.14167,1.87317,478.492,2.58413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJEBUP,1.76947,1.04833,1.76363,846.176,1.44585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFILIP,2.37267,1.30335,2.37192,2412.26,1.22265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALATOX,4.88921,1.53496,4.87218,5381.35,1.61855,0.0,0.0,799.998,494.268,0.0,0.0,0.0,939.798,0.17464,0.107899
ETUNIR,1.63214,0.97295,1.59402,2101.36,1.65485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWOYUL,2.73622,1.72143,2.55791,987.572,2.81947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWOPIR,4.4699,3.22871,4.45048,6177.93,1.41999,696.616,490.578,23.0817,16.2548,914.581,0.14804,0.104254,62.2736,0.01008,0.00709864
KERVIP,1.99849,1.12785,1.99849,1419.52,1.69954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERWEM,2.30029,1.23468,2.1916,1487.91,1.40326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEQLOH,2.01986,1.19087,1.97577,773.495,1.67858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOJGIV,2.35104,1.75421,2.35103,2264.68,1.71756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOYDIJ,1.92106,0.97563,1.55846,954.297,1.84555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAXTAG,1.79561,0.70198,1.56331,895.82,3.25612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GICHIL,2.33891,1.41283,2.25994,1715.0,1.58329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAVZEK,2.617,1.22682,2.617,2647.34,1.49265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPOYIW,1.7083,0.78991,1.7083,1943.12,2.48314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAFVOE,3.6645,0.92539,3.6068,937.067,1.34459,0.0,0.0,377.897,281.05,0.0,0.0,0.0,123.768,0.13208,0.0982307
GEBCIB,6.15838,4.89663,6.13722,3195.78,0.894384,2255.38,2521.71,0.0,0.0,1629.14,0.50978,0.569979,0.0,0.0,0.0
IPOQOT,4.22094,1.31581,4.22094,2050.76,1.36978,0.0,0.0,489.964,357.696,0.0,0.0,0.0,227.306,0.11084,0.0809182
HOXXUO,2.42305,1.18295,2.42264,1969.64,1.5193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAVYIN,2.56378,1.21277,2.47493,2615.5,1.45022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWOKUA,1.76274,0.85776,1.75534,1343.84,1.71157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAWKOG,4.09008,2.98357,4.09008,1845.92,1.60605,462.983,288.274,0.0,0.0,213.315,0.11556,0.0719528,0.0,0.0,0.0
JAVQIG,4.53968,1.72563,4.52963,3456.74,1.93855,0.0,0.0,316.242,163.133,0.0,0.0,0.0,269.419,0.07794,0.0402054
HIYMAF,3.00117,0.93577,2.80598,7304.75,2.39043,0.0,0.0,28.0977,11.7543,0.0,0.0,0.0,48.9418,0.0067,0.00280284
HOGXIL,1.67468,0.80024,1.67468,1798.91,2.06145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
